city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
99,0.884,0,1,1,0,5,16,1,5,0,16.0,0.0
48,0.91,1,0,2,0,5,22,3,5,4,38.0,0.0
5,0.92,2,0,2,0,0,16,0,0,0,98.0,0.0
98,0.698,1,1,1,0,5,15,8,5,1,7.0,1.0
49,0.92,1,1,0,0,5,12,8,5,0,88.0,0.0
99,0.884,1,0,2,2,5,15,1,5,1,112.0,0.0
46,0.766,2,0,0,0,5,7,6,5,5,30.0,1.0
21,0.738,1,0,2,0,5,20,4,1,0,9.0,0.0
95,0.855,2,1,0,1,4,15,3,5,0,36.0,0.0
48,0.91,1,0,2,0,5,11,1,5,3,24.0,0.0
5,0.92,1,0,2,2,2,12,3,2,0,28.0,0.0
55,0.878,1,0,1,0,5,2,4,4,0,166.0,0.0
64,0.624,1,0,0,2,5,2,4,5,1,61.0,1.0
83,0.762,1,0,2,0,5,22,4,4,2,24.0,0.0
48,0.91,1,1,0,0,5,2,8,5,0,8.0,1.0
51,0.903,1,0,2,0,5,20,8,5,0,133.0,0.0
95,0.855,1,0,2,0,5,6,8,5,4,143.0,0.0
55,0.878,1,0,2,0,5,22,0,5,4,29.0,0.0
5,0.92,1,0,2,0,5,18,3,5,0,53.0,0.0
5,0.92,1,0,2,0,5,20,3,4,4,11.0,1.0
64,0.624,1,0,2,0,5,15,4,5,0,7.0,0.0
83,0.762,1,0,2,0,5,19,4,5,4,87.0,0.0
5,0.92,1,0,2,0,5,19,0,1,0,18.0,0.0
78,0.827,1,0,2,0,0,20,2,5,0,76.0,1.0
64,0.624,1,0,2,0,5,17,3,5,0,114.0,0.0
5,0.92,1,1,0,1,4,16,8,5,5,56.0,0.0
48,0.91,1,0,2,0,5,18,4,5,4,30.0,0.0
112,0.923,1,0,2,0,5,22,5,5,4,80.0,0.0
77,0.776,1,0,0,0,5,6,2,5,5,52.0,0.0
64,0.624,0,0,2,0,5,21,4,5,0,13.0,0.0
50,0.767,1,0,2,0,5,15,1,4,5,42.0,0.0
50,0.767,1,0,1,2,5,17,4,5,0,56.0,1.0
64,0.624,1,1,2,4,4,12,8,5,5,12.0,1.0
31,0.836,1,0,2,2,2,12,1,5,0,36.0,0.0
13,0.926,1,0,2,2,5,22,2,5,4,67.0,0.0
64,0.624,1,0,2,0,5,19,4,5,0,13.0,1.0
5,0.92,1,0,2,0,5,20,8,5,0,100.0,0.0
48,0.91,1,0,2,3,5,7,3,5,0,58.0,0.0
64,0.624,1,0,2,0,5,18,1,5,0,18.0,1.0
64,0.624,1,0,2,2,5,12,3,5,1,90.0,1.0
18,0.64,1,1,2,2,5,17,3,5,0,59.0,0.0
4,0.804,1,0,2,2,5,12,3,5,1,35.0,0.0
94,0.802,1,0,0,0,5,21,3,5,1,11.0,0.0
64,0.624,1,0,2,0,5,15,8,5,1,15.0,1.0
5,0.92,1,0,2,0,4,2,4,5,4,185.5,0.0
97,0.647,1,0,2,2,5,20,4,5,0,130.0,0.0
5,0.92,1,1,2,0,4,1,8,5,5,30.0,0.0
70,0.939,1,0,2,2,5,22,3,5,4,88.0,0.0
64,0.624,1,1,2,2,1,21,3,5,0,18.0,0.0
64,0.624,1,0,2,0,5,19,0,5,0,41.0,0.0
13,0.926,1,0,1,2,5,6,3,5,1,16.0,0.0
6,0.924,1,0,2,0,5,22,2,5,4,95.0,0.0
64,0.624,1,1,2,0,5,17,8,4,0,53.0,0.0
5,0.92,1,0,2,0,5,22,8,5,4,185.5,1.0
95,0.855,1,0,2,2,5,22,4,5,1,21.0,0.0
100,0.795,1,0,2,2,5,22,1,4,4,94.0,0.0
5,0.92,1,0,2,0,3,9,0,5,2,20.0,0.0
3,0.558,1,1,2,0,5,19,8,5,5,47.0,1.0
5,0.92,1,0,2,0,5,22,8,5,1,60.0,0.0
64,0.624,1,0,2,0,5,17,3,5,3,78.0,1.0
5,0.92,1,1,2,0,5,15,3,4,0,5.0,0.0
7,0.794,1,0,2,0,4,17,4,5,0,20.0,0.0
103,0.939,1,0,2,0,5,22,3,5,2,2.0,0.0
7,0.794,0,0,0,0,5,20,1,5,4,185.5,0.0
95,0.855,1,1,2,1,4,4,8,5,0,90.0,0.0
61,0.682,1,0,2,0,5,4,1,5,2,25.0,0.0
64,0.624,1,0,0,0,5,16,0,5,0,8.0,1.0
13,0.926,1,0,2,0,5,20,5,5,1,22.0,0.0
5,0.92,1,0,2,0,2,11,1,5,4,90.0,0.0
48,0.91,1,0,2,0,5,20,7,0,0,56.0,0.0
5,0.92,1,0,0,1,4,2,8,5,1,81.0,1.0
13,0.926,1,0,2,0,5,18,7,5,0,120.0,0.0
64,0.624,1,0,2,0,5,15,4,5,5,18.0,1.0
2,0.887,1,0,2,1,4,22,4,5,5,19.0,0.0
94,0.802,1,0,0,0,5,19,6,5,1,185.5,0.0
103,0.939,1,1,2,0,5,22,8,5,1,15.0,0.0
48,0.91,1,1,0,0,5,12,8,5,5,10.0,0.0
101,0.754,1,0,1,0,5,14,4,5,4,39.0,0.0
64,0.624,1,0,2,2,5,19,8,5,0,25.0,1.0
3,0.558,1,1,2,0,5,21,7,0,0,146.0,1.0
64,0.624,1,0,2,0,5,14,8,5,0,26.0,0.0
63,0.796,1,0,2,0,5,3,1,5,4,25.0,0.0
5,0.92,1,0,2,0,5,22,4,5,4,50.0,1.0
5,0.92,1,0,2,0,5,20,3,5,4,30.0,0.0
8,0.698,1,0,2,0,5,10,3,5,3,39.0,0.0
64,0.624,1,1,0,1,4,21,8,5,5,56.0,1.0
64,0.624,1,0,2,0,5,14,4,5,0,82.0,1.0
64,0.624,1,0,2,0,5,18,3,5,1,32.0,0.0
48,0.91,1,0,2,0,5,22,4,5,0,43.0,1.0
11,0.55,1,0,2,0,4,7,1,5,4,15.0,1.0
37,0.74,1,1,2,0,5,15,8,5,0,21.0,1.0
95,0.855,1,0,2,0,2,20,3,5,1,185.5,0.0
5,0.92,1,0,2,0,5,6,8,5,0,60.0,0.0
106,0.579,1,0,2,0,5,12,8,5,0,9.0,0.0
64,0.624,1,0,2,0,5,18,4,5,0,50.0,0.0
101,0.754,1,1,1,1,4,15,2,5,0,185.5,1.0
48,0.91,1,0,2,0,5,14,4,5,1,91.0,0.0
64,0.624,1,0,2,2,5,16,1,5,0,15.0,1.0
5,0.92,1,0,0,0,5,16,1,5,1,14.0,0.0
48,0.91,1,0,2,0,5,2,5,5,0,74.0,0.0
64,0.624,1,0,2,0,5,13,8,5,1,43.0,1.0
13,0.926,1,0,2,2,5,6,5,5,0,52.0,0.0
103,0.939,1,1,2,0,4,1,8,5,0,75.0,0.0
64,0.624,1,0,2,0,5,19,1,5,0,54.0,1.0
101,0.754,1,1,1,0,5,19,7,0,0,50.0,0.0
42,0.698,1,0,2,0,5,18,8,5,5,100.0,0.0
1,0.895,1,0,2,2,5,9,7,0,0,42.0,0.0
48,0.91,1,0,2,3,5,22,1,5,3,11.0,0.0
48,0.91,1,0,2,2,5,2,4,5,1,74.0,0.0
94,0.802,1,0,0,1,4,18,4,5,0,17.0,0.0
82,0.89,1,0,0,0,5,20,4,5,4,90.0,0.0
95,0.855,1,1,2,2,5,22,1,5,1,185.5,0.0
64,0.624,1,1,2,0,5,14,5,5,2,11.0,1.0
6,0.924,1,0,2,2,2,18,7,5,0,163.0,0.0
48,0.91,1,0,2,0,5,2,4,5,3,9.0,0.0
95,0.855,1,1,2,0,4,16,8,5,5,36.0,0.0
26,0.827,1,0,0,0,5,16,0,4,0,6.0,0.0
103,0.939,1,0,2,0,5,3,2,5,4,72.0,0.0
13,0.926,1,0,1,0,5,10,1,2,2,84.0,0.0
42,0.698,1,0,2,0,5,6,4,4,4,24.0,0.0
91,0.913,1,0,2,1,4,22,0,5,0,77.0,0.0
5,0.92,1,0,2,0,4,13,3,5,4,56.0,0.0
4,0.804,1,0,2,0,5,5,4,5,0,22.0,0.0
5,0.92,1,0,2,0,2,9,4,1,1,8.0,0.0
118,0.865,1,0,2,2,5,22,8,5,4,8.0,0.0
5,0.92,1,1,2,0,5,22,8,5,0,55.0,0.0
64,0.624,1,0,0,0,5,20,1,5,0,74.0,1.0
64,0.624,1,1,0,2,5,14,8,5,0,57.0,1.0
64,0.624,1,0,0,0,5,12,7,5,0,36.0,0.0
5,0.92,1,1,2,0,4,12,8,5,5,146.0,0.0
5,0.92,1,0,2,0,5,22,1,5,4,151.0,0.0
64,0.624,1,0,2,0,5,3,4,5,0,4.0,0.0
15,0.743,1,0,2,2,4,12,1,5,1,102.0,0.0
13,0.926,1,0,2,0,5,18,3,5,2,29.0,0.0
48,0.91,1,0,2,2,5,22,3,5,1,78.0,0.0
30,0.897,1,0,2,2,5,6,2,5,4,84.0,0.0
64,0.624,1,0,0,0,5,12,7,5,1,141.0,1.0
6,0.924,1,0,0,1,4,19,1,4,0,41.0,1.0
21,0.738,1,0,0,0,5,16,8,5,0,13.0,0.0
89,0.866,1,0,2,2,5,4,4,5,0,30.0,0.0
64,0.624,1,0,2,0,5,19,1,5,1,104.0,1.0
10,0.701,1,1,0,0,5,12,8,5,0,108.0,0.0
82,0.89,1,0,2,0,5,20,4,5,5,62.0,0.0
48,0.91,1,1,2,4,4,19,4,5,1,21.0,0.0
99,0.884,1,0,2,0,5,4,7,0,0,98.0,0.0
48,0.91,0,0,2,2,2,16,8,4,0,57.0,0.0
49,0.92,1,0,2,0,5,22,8,5,4,44.0,1.0
5,0.92,1,0,2,2,5,22,0,5,4,9.0,0.0
94,0.802,1,0,0,0,5,19,1,2,0,4.0,0.0
5,0.92,1,0,2,0,5,22,7,0,2,53.0,0.0
13,0.926,1,0,2,2,5,22,5,5,4,108.0,0.0
66,0.698,0,1,2,2,5,18,8,5,0,98.0,1.0
74,0.893,1,0,2,0,5,16,7,0,0,112.0,0.0
74,0.893,1,0,2,2,5,4,3,5,0,107.0,0.0
46,0.766,1,0,2,0,5,22,8,5,0,28.0,1.0
13,0.926,1,0,2,2,5,22,1,5,0,24.0,0.0
50,0.767,1,0,2,0,5,22,5,4,5,28.0,1.0
80,0.516,1,0,0,0,5,15,8,5,0,15.0,1.0
116,0.698,1,1,2,1,4,12,8,5,5,76.0,0.0
5,0.92,1,0,2,0,5,4,2,5,4,80.0,0.0
61,0.682,1,1,0,0,5,14,8,5,5,32.0,1.0
101,0.754,1,0,2,0,5,22,1,5,1,96.0,0.0
64,0.624,1,1,2,0,5,15,0,5,0,11.0,1.0
5,0.92,1,0,2,0,5,7,0,5,4,46.0,0.0
64,0.624,1,0,0,0,4,16,1,5,0,20.0,0.0
91,0.913,1,0,2,0,5,19,1,5,3,46.0,0.0
5,0.92,1,0,2,4,4,2,7,5,0,14.0,0.0
48,0.91,1,1,0,0,5,21,8,5,0,44.0,0.0
5,0.92,1,0,2,0,5,6,4,5,4,27.0,0.0
5,0.92,1,0,2,0,5,3,3,5,4,34.0,0.0
5,0.92,1,0,2,0,5,3,4,5,2,17.0,0.0
5,0.92,0,1,2,0,2,14,1,5,2,40.0,0.0
64,0.624,1,1,0,2,5,14,8,5,0,20.0,1.0
70,0.939,1,1,0,0,5,18,8,5,1,31.0,1.0
83,0.762,1,0,2,2,5,19,2,4,0,45.0,0.0
95,0.855,1,1,2,1,4,3,8,5,0,32.0,0.0
114,0.925,1,0,2,0,5,19,4,1,1,85.0,0.0
93,0.666,1,0,2,0,5,17,4,5,0,110.0,0.0
94,0.802,1,0,2,2,1,3,8,5,1,35.0,0.0
83,0.762,1,0,0,0,5,4,1,5,2,6.0,0.0
5,0.92,1,0,2,2,2,7,2,5,3,11.0,0.0
4,0.804,1,0,2,2,5,22,8,5,0,61.0,1.0
30,0.897,1,0,2,2,5,17,0,0,0,91.0,0.0
50,0.767,1,0,2,0,2,22,7,5,1,28.0,0.0
49,0.92,1,0,2,2,5,22,1,5,1,18.0,0.0
7,0.794,1,0,1,0,5,18,1,5,0,50.0,0.0
61,0.682,1,1,2,0,5,17,2,5,0,185.5,0.0
13,0.926,1,1,2,1,4,16,4,5,1,185.5,0.0
5,0.92,1,0,0,0,5,17,6,5,1,26.0,0.0
5,0.92,1,0,2,2,2,16,3,5,3,168.0,1.0
83,0.762,1,1,2,0,4,12,2,5,5,26.0,0.0
13,0.926,1,0,2,2,5,8,1,5,4,37.0,0.0
50,0.767,1,1,0,1,4,15,8,5,1,17.0,1.0
2,0.887,1,0,2,0,5,22,8,5,3,42.0,1.0
13,0.926,1,1,0,0,5,2,8,5,5,67.0,0.0
48,0.91,1,0,2,0,5,5,8,5,4,40.0,0.0
1,0.895,1,0,2,0,5,4,2,5,4,14.0,0.0
64,0.624,1,1,2,0,5,15,5,5,0,185.5,0.0
119,0.698,1,0,2,1,4,14,8,5,0,22.0,1.0
48,0.91,1,0,2,0,5,5,4,1,0,8.0,0.0
5,0.92,1,0,0,2,5,19,0,1,0,38.0,0.0
64,0.624,1,1,2,0,5,1,7,5,0,29.0,0.0
122,0.915,1,0,2,0,5,19,2,5,1,26.0,0.0
64,0.624,1,0,2,2,5,5,3,5,1,22.0,0.0
48,0.91,1,0,2,0,5,20,1,5,0,50.0,0.0
49,0.92,0,0,2,2,5,22,4,5,4,120.0,1.0
83,0.762,1,0,2,0,5,20,1,1,0,100.0,0.0
64,0.624,1,0,0,0,5,15,4,5,3,185.5,1.0
5,0.92,1,0,2,0,4,14,7,5,1,18.0,1.0
5,0.92,1,0,2,2,5,22,8,5,3,80.0,1.0
94,0.802,0,1,1,0,5,14,4,5,0,144.0,1.0
101,0.754,1,0,2,2,5,22,8,5,4,41.0,0.0
5,0.92,1,0,0,2,5,20,0,5,0,54.0,0.0
116,0.698,1,0,0,2,5,22,3,4,0,28.0,0.0
48,0.91,1,0,2,0,2,22,3,4,0,20.0,0.0
55,0.878,1,1,2,0,3,6,4,2,2,45.0,0.0
5,0.92,1,0,0,2,5,17,3,5,2,55.0,0.0
48,0.91,1,0,2,0,5,16,4,5,2,28.0,0.0
70,0.939,1,0,2,2,5,17,1,5,0,96.0,0.0
64,0.624,1,1,0,0,5,1,8,5,5,18.0,1.0
61,0.682,1,1,0,0,5,20,8,5,0,42.0,0.0
41,0.689,1,0,2,0,5,15,4,5,2,31.0,1.0
64,0.624,1,0,2,0,5,17,3,5,1,47.0,1.0
70,0.939,1,0,2,2,5,2,8,5,0,66.0,0.0
5,0.92,1,0,2,0,5,15,3,5,1,8.0,0.0
4,0.804,1,1,2,1,4,15,8,5,5,94.0,0.0
5,0.92,1,0,2,0,5,22,8,5,4,40.0,1.0
99,0.884,1,0,2,0,5,3,0,5,0,15.0,0.0
13,0.926,1,0,2,0,5,19,5,5,5,53.0,0.0
5,0.92,1,0,2,2,5,22,3,5,4,42.0,0.0
5,0.92,1,0,2,2,5,18,6,4,3,8.0,0.0
4,0.804,1,0,2,0,5,4,6,5,0,182.0,0.0
5,0.92,1,0,2,0,4,19,1,2,0,128.0,0.0
5,0.92,0,0,2,0,5,16,4,5,1,25.0,1.0
11,0.55,1,0,0,2,5,15,1,2,1,37.0,1.0
29,0.698,1,1,2,0,4,22,8,5,0,85.0,0.0
13,0.926,1,0,0,2,5,20,4,5,0,88.0,0.0
64,0.624,1,1,2,0,5,17,3,5,5,21.0,1.0
5,0.92,0,0,2,0,2,15,1,5,0,90.0,0.0
85,0.896,1,1,2,1,4,14,1,5,4,10.0,0.0
5,0.92,1,0,2,4,4,4,8,5,0,70.0,1.0
5,0.92,1,1,2,2,5,17,2,4,0,106.0,1.0
45,0.769,1,0,2,0,5,20,1,2,4,35.0,1.0
4,0.804,1,1,0,0,5,14,8,5,5,73.0,1.0
6,0.924,1,1,0,0,5,5,8,5,2,41.0,1.0
48,0.91,1,0,2,0,5,18,2,5,3,22.0,0.0
13,0.926,1,0,2,2,5,4,2,5,0,82.0,0.0
91,0.913,1,0,2,1,4,19,1,2,0,20.0,0.0
5,0.92,1,0,2,0,5,19,3,5,1,44.0,0.0
5,0.92,1,0,2,0,5,18,3,5,0,107.0,0.0
49,0.92,1,0,2,0,4,22,8,5,0,19.0,1.0
64,0.624,1,0,0,0,5,14,0,5,4,116.0,1.0
5,0.92,1,1,0,1,4,16,3,5,0,55.0,0.0
103,0.939,1,0,2,0,5,4,2,5,0,42.0,0.0
64,0.624,1,0,2,2,5,15,7,0,0,78.0,1.0
13,0.926,1,0,2,0,5,22,8,5,4,114.0,0.0
13,0.926,1,0,2,2,5,22,1,5,4,56.0,0.0
64,0.624,1,1,0,1,4,16,8,5,5,6.0,0.0
30,0.897,1,0,2,0,5,18,6,5,4,15.0,0.0
5,0.92,1,1,2,0,5,17,1,2,0,54.0,0.0
65,0.899,1,0,2,0,5,19,1,1,1,114.0,0.0
93,0.666,1,0,2,0,1,22,8,5,0,29.0,0.0
84,0.493,1,1,0,0,5,12,8,5,0,33.0,1.0
48,0.91,1,1,2,0,5,19,4,5,3,23.0,0.0
64,0.624,1,0,2,0,5,3,4,1,0,185.5,1.0
13,0.926,1,1,2,2,2,17,4,5,0,76.0,0.0
65,0.899,1,1,2,0,5,22,0,5,4,24.0,0.0
99,0.884,1,0,2,0,5,5,0,5,1,101.0,0.0
55,0.878,1,1,0,2,2,20,1,4,1,56.0,0.0
5,0.92,1,0,2,2,5,2,3,5,0,21.0,0.0
5,0.92,1,0,2,0,5,18,3,5,0,77.0,0.0
13,0.926,1,0,2,1,4,15,4,5,0,14.0,0.0
5,0.92,1,0,2,0,2,5,4,5,0,185.5,0.0
5,0.92,1,0,2,0,5,22,4,5,0,20.0,1.0
38,0.84,1,0,0,0,5,20,0,3,0,34.0,0.0
95,0.855,1,0,2,0,4,22,6,4,4,17.0,0.0
64,0.624,1,0,2,0,1,22,8,5,1,31.0,1.0
48,0.91,1,0,0,0,5,16,8,5,3,52.0,0.0
4,0.804,1,0,1,0,5,16,1,2,0,185.5,0.0
13,0.926,1,0,2,0,5,15,3,5,0,19.0,0.0
39,0.555,1,0,2,0,5,3,1,5,0,124.0,1.0
45,0.769,1,1,2,0,5,3,8,5,1,18.0,1.0
30,0.897,1,1,2,2,5,22,5,5,4,4.0,0.0
13,0.926,1,0,2,3,5,10,2,5,3,122.0,0.0
13,0.926,1,0,0,1,4,18,8,5,1,82.0,0.0
64,0.624,1,1,2,0,5,16,8,5,5,24.0,1.0
5,0.92,1,0,2,0,5,3,8,5,5,11.0,1.0
2,0.887,1,1,2,1,4,15,8,5,5,37.0,0.0
4,0.804,1,1,0,0,5,12,8,5,1,116.0,1.0
41,0.689,1,1,0,1,4,1,8,5,5,27.0,0.0
5,0.92,1,0,2,0,5,7,0,1,3,42.0,0.0
75,0.794,1,1,0,2,5,7,2,5,0,33.0,0.0
66,0.698,1,1,0,1,4,18,8,5,5,28.0,0.0
48,0.91,1,1,0,1,4,4,8,5,5,42.0,0.0
95,0.855,0,1,0,0,5,14,8,5,1,17.0,1.0
48,0.91,1,0,2,0,5,12,0,5,0,163.0,0.0
5,0.92,1,0,2,0,5,15,4,5,0,58.0,0.0
48,0.91,1,0,1,0,5,2,4,5,3,185.5,0.0
49,0.92,1,1,2,0,2,2,3,5,0,57.0,0.0
11,0.55,1,0,2,0,5,18,5,5,0,40.0,1.0
64,0.624,1,1,2,1,4,15,8,5,0,28.0,1.0
103,0.939,1,0,0,1,4,12,7,5,0,30.0,0.0
49,0.92,1,0,2,0,5,4,0,5,0,34.0,0.0
64,0.624,1,1,0,1,4,14,2,2,5,44.0,0.0
5,0.92,1,0,2,0,1,1,3,5,0,28.0,0.0
89,0.866,1,0,2,3,5,22,8,5,5,154.0,0.0
55,0.878,1,1,0,0,5,14,8,5,0,26.0,1.0
51,0.903,1,0,1,0,5,22,3,5,4,6.0,0.0
117,0.691,1,1,2,0,5,2,3,5,0,32.0,0.0
48,0.91,1,0,2,1,4,1,8,5,5,96.0,0.0
5,0.92,1,0,2,0,5,6,8,5,0,70.0,1.0
64,0.624,1,1,0,1,4,18,8,5,5,4.0,0.0
116,0.698,1,0,2,2,5,20,0,5,3,86.0,0.0
5,0.92,1,0,2,0,5,6,3,5,4,185.5,0.0
5,0.92,1,0,2,0,2,12,1,5,0,168.0,0.0
5,0.92,0,0,2,0,5,22,8,5,4,55.0,1.0
40,0.735,1,0,0,0,5,17,8,5,0,42.0,0.0
13,0.926,1,0,2,1,4,3,8,5,0,34.0,0.0
116,0.698,1,1,1,1,4,12,4,5,0,16.0,0.0
48,0.91,1,0,2,0,5,6,2,5,0,8.0,0.0
13,0.926,1,1,2,1,4,15,8,5,5,63.0,0.0
38,0.84,2,1,2,0,4,12,8,5,5,8.0,0.0
5,0.92,1,0,2,0,5,17,3,5,0,21.0,0.0
13,0.926,1,0,2,2,5,20,4,5,1,123.0,0.0
4,0.804,1,0,2,0,3,2,1,5,3,185.5,0.0
11,0.55,1,1,2,0,5,1,8,5,0,7.0,0.0
11,0.55,1,0,2,0,5,19,8,5,0,23.0,1.0
30,0.897,1,1,2,0,4,1,8,5,5,24.0,0.0
64,0.624,1,0,2,0,5,16,0,5,2,48.0,1.0
28,0.742,1,0,2,0,1,15,0,5,0,185.5,0.0
5,0.92,1,0,2,0,5,4,4,4,1,42.0,0.0
74,0.893,1,0,2,1,4,8,0,5,4,73.0,0.0
5,0.92,1,0,2,0,5,22,3,5,4,156.0,1.0
64,0.624,1,0,2,0,5,16,1,1,0,103.0,1.0
7,0.794,2,1,2,2,5,1,8,5,0,15.0,0.0
64,0.624,1,0,0,0,5,17,4,0,2,74.0,1.0
5,0.92,1,0,2,0,5,9,1,5,0,39.0,0.0
48,0.91,1,0,0,2,5,16,4,5,5,92.0,0.0
95,0.855,1,0,2,0,1,4,5,5,0,96.0,0.0
99,0.884,1,0,2,0,5,22,2,5,4,70.0,0.0
48,0.91,1,0,2,2,5,8,4,5,5,4.0,0.0
5,0.92,1,1,0,0,4,21,8,5,5,34.0,0.0
64,0.624,1,0,0,0,4,14,4,5,2,51.0,0.0
65,0.899,1,0,2,1,4,14,8,5,2,21.0,0.0
5,0.92,1,0,2,0,5,10,3,5,1,6.0,0.0
74,0.893,1,0,0,1,4,20,8,5,1,68.0,0.0
48,0.91,1,1,2,3,5,20,2,4,4,90.0,0.0
64,0.624,1,0,0,0,5,16,4,5,0,71.0,1.0
89,0.866,1,0,2,0,4,20,1,5,1,4.0,0.0
5,0.92,1,0,2,0,5,15,4,0,0,145.0,0.0
95,0.855,0,1,2,2,2,14,4,5,1,9.0,0.0
5,0.92,1,0,2,0,5,2,1,5,3,26.0,0.0
103,0.939,1,0,2,1,4,15,3,4,1,42.0,0.0
5,0.92,2,0,2,2,5,10,8,5,0,45.0,1.0
30,0.897,1,1,2,3,5,4,8,5,1,53.0,0.0
5,0.92,1,0,0,2,5,7,4,5,1,166.0,0.0
78,0.827,1,0,0,0,5,22,1,5,4,72.0,0.0
39,0.555,0,0,1,2,5,22,3,2,2,135.0,1.0
64,0.624,1,1,2,2,5,17,5,2,4,138.0,1.0
5,0.92,1,0,2,0,5,18,1,5,4,31.0,0.0
5,0.92,1,0,2,0,5,22,3,5,4,25.0,0.0
103,0.939,1,0,2,2,5,12,3,5,0,28.0,0.0
13,0.926,1,0,2,2,5,22,7,5,4,8.0,0.0
5,0.92,1,1,2,0,4,1,8,5,5,12.0,0.0
5,0.92,1,1,2,0,5,15,4,5,0,32.0,0.0
64,0.624,1,0,2,0,5,14,1,5,0,77.0,1.0
95,0.855,1,0,2,2,5,2,8,5,0,162.0,0.0
5,0.92,1,1,2,4,4,2,8,5,5,53.0,0.0
4,0.804,1,0,2,2,5,5,0,0,0,12.0,0.0
47,0.843,0,0,2,2,5,18,4,5,0,6.0,1.0
94,0.802,1,0,2,0,5,15,7,5,0,31.0,0.0
91,0.913,1,0,2,2,5,18,1,5,0,5.0,0.0
21,0.738,1,0,2,2,5,5,2,4,4,66.0,1.0
5,0.92,1,0,2,3,5,22,5,2,4,184.0,0.0
22,0.479,1,0,0,0,5,16,8,4,0,4.0,0.0
41,0.689,1,0,2,0,4,9,8,5,5,182.0,0.0
49,0.92,1,1,2,2,5,19,6,5,0,113.0,0.0
24,0.527,1,0,2,0,5,22,8,5,5,94.0,0.0
5,0.92,1,0,0,0,2,2,1,5,2,39.0,0.0
112,0.923,1,1,0,0,5,12,1,2,0,61.0,0.0
56,0.776,1,0,2,0,5,8,5,5,1,103.0,0.0
49,0.92,0,0,2,0,5,13,3,5,0,7.0,0.0
5,0.92,1,1,2,0,3,14,3,5,1,28.0,0.0
64,0.624,1,0,2,0,5,7,4,5,5,80.0,0.0
5,0.92,1,0,1,0,5,14,3,5,1,11.0,0.0
64,0.624,1,0,2,0,5,12,0,5,1,89.0,1.0
64,0.624,1,0,2,2,5,15,1,5,0,32.0,1.0
48,0.91,1,0,2,0,5,16,4,5,0,19.0,0.0
49,0.92,1,0,2,4,4,20,7,2,1,157.0,0.0
5,0.92,1,0,2,0,5,15,3,5,5,110.0,0.0
13,0.926,1,0,2,1,4,13,2,5,4,90.0,0.0
5,0.92,1,0,0,2,5,19,3,5,0,80.0,0.0
64,0.624,1,0,2,0,5,18,1,5,0,17.0,1.0
5,0.92,1,0,2,0,5,22,3,5,3,20.0,0.0
77,0.776,1,0,2,2,5,18,3,5,0,56.0,0.0
13,0.926,1,0,2,2,5,22,3,5,4,109.0,0.0
48,0.91,1,0,2,0,5,3,1,5,1,118.0,0.0
61,0.682,1,1,2,0,5,12,8,5,0,72.0,1.0
55,0.878,1,0,2,2,5,2,3,5,2,9.0,0.0
101,0.754,1,1,2,0,5,20,3,4,4,15.0,0.0
91,0.913,1,0,2,0,5,14,8,5,0,28.0,0.0
65,0.899,1,0,2,0,5,2,2,5,5,48.0,0.0
5,0.92,1,0,2,0,5,17,0,0,0,9.0,0.0
5,0.92,1,1,0,1,4,15,8,5,0,111.0,1.0
13,0.926,1,0,2,0,5,6,4,5,4,28.0,0.0
5,0.92,1,1,2,0,5,22,8,5,0,17.0,1.0
64,0.624,1,0,2,0,5,18,3,5,0,109.0,0.0
6,0.924,1,0,2,2,5,22,3,5,2,35.0,0.0
11,0.55,1,0,2,0,5,17,0,1,0,3.0,0.0
5,0.92,1,1,2,4,4,1,8,5,5,185.5,0.0
121,0.949,1,1,2,2,0,22,7,5,4,136.0,0.0
49,0.92,1,0,2,0,5,8,1,5,5,34.0,0.0
48,0.91,1,0,0,0,5,20,8,5,4,48.0,0.0
2,0.887,1,0,1,0,5,15,4,1,3,94.0,0.0
95,0.855,1,1,2,1,4,18,8,5,5,18.0,0.0
17,0.722,1,0,2,0,5,17,5,5,0,12.0,1.0
64,0.624,0,0,2,0,5,15,4,1,0,172.0,1.0
74,0.893,1,1,2,0,5,22,1,5,2,166.0,0.0
5,0.92,1,0,2,0,5,7,1,5,1,28.0,1.0
13,0.926,1,1,2,2,4,7,1,5,3,42.0,0.0
30,0.897,1,1,0,0,5,21,8,5,5,18.0,1.0
5,0.92,1,0,2,0,5,2,3,5,2,18.0,0.0
5,0.92,1,1,2,0,5,14,0,5,4,9.0,0.0
26,0.827,1,1,2,0,5,12,7,5,0,62.0,0.0
82,0.89,1,0,2,4,4,18,0,5,1,20.0,0.0
4,0.804,1,0,2,0,5,7,2,5,0,51.0,0.0
5,0.92,0,0,2,2,5,2,4,5,0,16.0,0.0
64,0.624,1,1,0,0,5,16,8,5,5,16.0,0.0
114,0.925,1,0,2,0,5,22,3,5,0,108.0,0.0
29,0.698,1,1,2,0,5,14,8,5,0,185.5,1.0
5,0.92,1,0,2,0,5,12,8,5,0,10.0,1.0
5,0.92,1,1,0,1,4,16,8,5,5,53.0,0.0
48,0.91,1,0,2,0,5,20,0,1,0,17.0,0.0
5,0.92,1,0,2,0,5,22,8,5,4,56.0,1.0
122,0.915,1,0,2,0,5,20,0,5,0,20.0,0.0
